,Credit_Limit,Customer_Age,Gender,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Avg_Utilization_Ratio,Total_Revolving_Bal,edu_College,edu_Doctorate,edu_Graduate,edu_High School,edu_Post-Graduate,edu_Uneducated,marital_Divorced,marital_Married,marital_Single,income_$120K +,income_$40K - $60K,income_$60K - $80K,income_$80K - $120K,income_Less than $40K
7362,1977.0,60.0,0.0,1.0,36.0,3.0,4.0,0.276,545.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7363,13908.0,42.0,1.0,3.0,30.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
7364,19220.0,52.0,0.0,2.0,42.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
7365,2709.0,44.0,0.0,5.0,30.0,3.0,3.0,0.637,1726.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
7366,1503.0,38.0,1.0,1.0,33.0,5.0,4.0,0.585,879.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
7367,9186.0,51.0,1.0,1.0,36.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
7368,2165.0,50.0,0.0,0.0,46.0,3.0,2.0,0.643,1392.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
7371,2404.0,53.0,0.0,3.0,42.0,3.0,1.0,0.461,1109.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7372,1666.0,47.0,0.0,3.0,35.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7373,8228.0,41.0,1.0,2.0,31.0,3.0,1.0,0.235,1935.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
7374,3186.0,54.0,0.0,0.0,43.0,4.0,1.0,0.304,968.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
7375,2596.0,53.0,0.0,1.0,41.0,4.0,2.0,0.334,868.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7376,1662.0,43.0,0.0,3.0,24.0,4.0,2.0,0.369,613.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7377,2053.0,42.0,0.0,3.0,27.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
7379,1927.0,45.0,0.0,4.0,41.0,5.0,1.0,0.694,1337.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7380,2821.0,39.0,0.0,1.0,27.0,3.0,3.0,0.257,725.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
7381,3879.0,48.0,1.0,4.0,42.0,5.0,4.0,0.313,1214.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
7384,2031.0,42.0,0.0,3.0,36.0,4.0,3.0,0.847,1720.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7385,2330.0,46.0,0.0,2.0,31.0,5.0,2.0,0.68,1584.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7386,1438.3,46.0,0.0,3.0,40.0,6.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7387,1438.3,59.0,1.0,2.0,51.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7388,5130.0,60.0,1.0,1.0,46.0,6.0,3.0,0.399,2048.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
7391,3606.0,41.0,0.0,3.0,36.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
7392,5153.0,49.0,0.0,1.0,36.0,6.0,2.0,0.267,1378.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7393,2500.0,47.0,0.0,3.0,36.0,3.0,2.0,0.468,1169.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
7394,2654.0,42.0,1.0,4.0,33.0,5.0,3.0,0.561,1489.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
7395,3611.0,35.0,0.0,3.0,25.0,4.0,3.0,0.697,2517.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
7398,4606.0,44.0,0.0,4.0,33.0,3.0,2.0,0.338,1556.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
7400,9873.0,50.0,1.0,2.0,42.0,6.0,1.0,0.129,1276.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
7401,1555.0,46.0,0.0,3.0,38.0,5.0,1.0,0.878,1366.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
7402,2160.0,52.0,0.0,2.0,36.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7404,5362.0,44.0,0.0,3.0,33.0,3.0,3.0,0.37,1984.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
7406,2577.0,52.0,0.0,3.0,47.0,4.0,4.0,0.341,879.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7407,2721.0,47.0,1.0,5.0,36.0,6.0,3.0,0.465,1264.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
7408,2925.0,50.0,0.0,3.0,40.0,3.0,2.0,0.706,2065.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7410,2212.0,49.0,0.0,2.0,39.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7411,13001.0,46.0,1.0,2.0,36.0,3.0,1.0,0.114,1482.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
7412,2784.0,36.0,0.0,3.0,22.0,3.0,3.0,0.854,2378.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
7413,2317.0,50.0,1.0,1.0,36.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
7415,2595.0,50.0,0.0,0.0,38.0,4.0,3.0,0.907,2353.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
7416,1438.3,46.0,0.0,2.0,36.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7417,1696.0,46.0,0.0,2.0,40.0,6.0,1.0,0.694,1177.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7419,2791.0,51.0,0.0,4.0,41.0,3.0,3.0,0.337,940.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7420,2146.0,51.0,0.0,1.0,36.0,3.0,3.0,0.451,967.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
7421,1438.3,61.0,1.0,0.0,43.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
7423,4269.0,44.0,0.0,3.0,38.0,3.0,2.0,0.434,1852.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7424,4195.0,45.0,0.0,3.0,38.0,3.0,6.0,0.582,2440.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
7425,1832.0,48.0,0.0,1.0,38.0,5.0,2.0,0.408,748.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7426,2588.0,37.0,0.0,2.0,36.0,3.0,2.0,0.689,1782.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7428,2423.0,46.0,0.0,4.0,33.0,4.0,1.0,0.177,429.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
7429,7507.0,50.0,0.0,0.0,41.0,6.0,2.0,0.226,1697.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
7430,5232.0,51.0,1.0,2.0,43.0,5.0,2.0,0.368,1923.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
7434,2283.0,42.0,0.0,2.0,33.0,3.0,3.0,0.74,1690.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7435,2684.0,35.0,0.0,4.0,25.0,5.0,2.0,0.618,1658.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
7437,1438.3,37.0,0.0,2.0,26.0,3.0,2.0,0.517,743.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
7438,2730.0,42.0,0.0,3.0,37.0,4.0,2.0,0.477,1303.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7442,10834.0,44.0,1.0,4.0,36.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
7443,1522.0,44.0,0.0,1.0,33.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7445,2329.0,41.0,0.0,2.0,36.0,6.0,2.0,0.546,1271.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
7446,2099.0,47.0,0.0,1.0,34.0,5.0,1.0,0.555,1164.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
7450,2434.0,43.0,0.0,3.0,33.0,4.0,3.0,0.48,1169.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
7453,1438.3,45.0,0.0,5.0,34.0,4.0,2.0,0.341,491.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7454,2206.0,40.0,0.0,4.0,26.0,5.0,3.0,0.503,1110.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
7455,3600.0,50.0,0.0,2.0,37.0,6.0,2.0,0.529,1904.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
7457,1788.0,37.0,0.0,3.0,28.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7461,5021.0,34.0,0.0,4.0,36.0,2.0,2.0,0.501,2517.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7462,4396.0,43.0,1.0,2.0,34.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
7463,2558.0,40.0,0.0,4.0,30.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
7466,2313.0,40.0,1.0,3.0,36.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
7467,1438.3,53.0,0.0,3.0,36.0,3.0,1.0,0.822,1183.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7468,1791.0,44.0,0.0,4.0,30.0,4.0,3.0,0.734,1314.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7469,2300.0,52.0,0.0,3.0,44.0,3.0,3.0,0.695,1598.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
7470,2526.0,42.0,0.0,3.0,36.0,4.0,2.0,0.811,2048.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7471,2918.0,42.0,0.0,4.0,33.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
7473,4995.0,45.0,1.0,3.0,37.0,5.0,1.0,0.354,1766.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
7474,3323.0,34.0,1.0,2.0,17.0,6.0,2.0,0.32,1062.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
7475,2464.0,56.0,0.0,1.0,48.0,3.0,1.0,0.728,1794.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7478,4617.0,43.0,1.0,2.0,34.0,2.0,4.0,0.224,1035.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
7479,8220.0,50.0,1.0,2.0,42.0,6.0,2.0,0.123,1015.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
7480,5716.0,40.0,0.0,3.0,29.0,4.0,3.0,0.109,623.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
7483,5869.0,40.0,1.0,4.0,36.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
7484,2272.0,56.0,0.0,3.0,46.0,1.0,3.0,0.594,1350.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
7485,2598.0,49.0,0.0,5.0,36.0,4.0,2.0,0.711,1848.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7486,10762.0,50.0,1.0,3.0,38.0,4.0,1.0,0.065,703.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
7487,1982.0,39.0,1.0,2.0,36.0,6.0,3.0,0.883,1751.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
7489,2437.0,52.0,0.0,3.0,38.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
7490,2563.0,42.0,0.0,3.0,35.0,5.0,2.0,0.616,1579.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
7491,4576.0,49.0,1.0,3.0,40.0,4.0,2.0,0.042,193.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
7492,2245.0,44.0,0.0,3.0,34.0,3.0,3.0,0.598,1342.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
7493,1776.0,39.0,0.0,4.0,36.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
7494,2911.0,45.0,0.0,2.0,38.0,3.0,2.0,0.505,1471.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7495,2257.0,47.0,1.0,4.0,30.0,4.0,2.0,0.397,896.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
7497,1681.0,46.0,1.0,4.0,36.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
7504,1562.0,53.0,0.0,3.0,47.0,4.0,1.0,0.481,751.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7506,1438.3,55.0,0.0,3.0,42.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
7507,2168.0,46.0,0.0,4.0,34.0,6.0,3.0,0.786,1704.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
7508,2432.0,34.0,0.0,4.0,28.0,6.0,1.0,0.35,851.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
7509,2197.0,44.0,1.0,2.0,31.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
7510,10009.0,39.0,1.0,3.0,30.0,5.0,3.0,0.16,1604.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
7512,2189.0,49.0,0.0,2.0,41.0,5.0,1.0,0.85,1860.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7514,11946.0,42.0,1.0,1.0,38.0,4.0,2.0,0.098,1172.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7515,2239.0,31.0,0.0,0.0,23.0,4.0,2.0,0.561,1256.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
7517,1663.0,52.0,0.0,1.0,39.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7518,3649.0,39.0,0.0,2.0,26.0,4.0,1.0,0.255,929.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
7520,2894.0,57.0,0.0,3.0,51.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
7521,1621.0,46.0,1.0,3.0,36.0,4.0,2.0,0.486,787.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
7522,2740.0,45.0,0.0,3.0,33.0,4.0,3.0,0.652,1786.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7525,2374.0,46.0,0.0,4.0,36.0,5.0,2.0,0.561,1332.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7528,7361.0,37.0,1.0,3.0,36.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
7529,1569.0,41.0,0.0,2.0,36.0,3.0,3.0,0.164,257.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7530,1626.0,47.0,1.0,3.0,34.0,5.0,1.0,0.623,1013.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7534,1438.3,30.0,0.0,1.0,18.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
7536,2033.0,34.0,1.0,1.0,23.0,6.0,1.0,0.901,1832.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
7538,5821.0,36.0,1.0,2.0,31.0,5.0,2.0,0.131,764.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
7539,2182.0,47.0,0.0,3.0,36.0,3.0,3.0,0.718,1566.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7540,3319.0,53.0,0.0,3.0,36.0,6.0,4.0,0.275,913.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7541,3021.0,52.0,0.0,4.0,36.0,6.0,3.0,0.506,1530.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7542,29219.0,49.0,1.0,5.0,37.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
7543,1438.3,52.0,0.0,2.0,42.0,6.0,2.0,0.604,869.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
7546,1486.0,26.0,0.0,0.0,22.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
7548,2077.0,39.0,0.0,5.0,28.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
7549,1956.0,40.0,0.0,3.0,32.0,3.0,1.0,0.49,958.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7551,2725.0,43.0,0.0,3.0,34.0,6.0,2.0,0.924,2517.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7553,9880.0,46.0,1.0,1.0,28.0,4.0,3.0,0.181,1792.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
7554,2467.0,58.0,1.0,2.0,46.0,6.0,2.0,0.477,1176.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7555,5397.0,46.0,1.0,4.0,41.0,4.0,2.0,0.433,2336.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7556,3370.0,50.0,1.0,1.0,44.0,3.0,3.0,0.336,1133.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
7558,2240.0,55.0,0.0,3.0,36.0,5.0,1.0,0.55,1231.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
7560,4170.0,48.0,0.0,1.0,40.0,5.0,4.0,0.332,1384.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7561,21839.0,46.0,1.0,4.0,27.0,3.0,3.0,0.044,960.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
7562,1991.0,49.0,0.0,2.0,42.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
7563,29795.0,55.0,1.0,2.0,36.0,6.0,2.0,0.079,2364.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
7566,2131.0,42.0,1.0,2.0,35.0,6.0,1.0,0.604,1288.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
7567,2787.0,41.0,0.0,4.0,23.0,3.0,2.0,0.737,2053.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
7571,5169.0,42.0,1.0,2.0,31.0,3.0,2.0,0.444,2296.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
7573,1848.0,50.0,0.0,3.0,40.0,3.0,3.0,0.271,501.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
7575,5256.0,54.0,1.0,2.0,42.0,3.0,2.0,0.169,889.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
7577,1629.0,57.0,0.0,2.0,40.0,5.0,3.0,0.727,1185.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7578,20401.0,54.0,1.0,5.0,45.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
7579,3296.0,56.0,1.0,2.0,45.0,3.0,3.0,0.435,1435.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7580,8956.0,48.0,1.0,2.0,37.0,3.0,1.0,0.143,1279.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
7581,1438.3,49.0,0.0,1.0,43.0,4.0,3.0,0.546,786.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
